1703188156.000797,5427,4902,0,131928928,62297688,93506772,0,31884564,0,29557660,31673196,29348688,266216,208972,31406980,1048576,1048576,0,0,0,0,30395780,313972,267712,4516700,213088,4303612,23088,99704,0,0,0,65964464,35112772,34359738367,1253768,34291235060,17920,0,1124352,0,0,0,0,0,0,2048,212240,4933632,131072000
1703188156.0008461,36,1691,0,131928928,122287356,122012020,0,393940,0,4825132,364432,4796876,236624,28256,127808,1048576,1048576,0,0,0,0,5844212,303156,237864,555368,95000,460368,23616,43300,0,0,0,65964464,6360612,34359738367,1267608,34291175160,18880,0,1120256,0,0,0,0,0,0,2048,242960,7000064,128974848
1703188156.000873,4830,414,0,131928928,125588912,125304208,0,348232,0,1784496,320540,1758076,183568,26420,136972,1048576,1048576,0,0,0,0,2805828,270864,184840,426988,68936,358052,21440,32780,0,0,0,65964464,3621816,34359738367,1234744,34291224100,17920,0,1124352,0,0,0,0,0,0,2048,234768,5959680,130023424
1703188156.001007,5572,9977,0,131928920,97347708,99441112,0,2843312,0,27297788,2637980,27094112,274288,203676,2363692,1048576,1048576,0,0,0,0,28144876,370880,275936,735052,79056,655996,31360,96120,0,0,0,65964460,30730312,34359738367,1303064,34291132248,17920,0,1122304,0,0,0,0,0,0,2048,259344,5935104,130023424
1703188156.001024,2330,3323,0,131928928,66933908,66706556,0,432004,0,60232304,410792,60212724,188876,19580,221916,1048576,1048576,0,0,0,0,61260300,237464,190508,511948,89288,422660,23792,152912,0,0,0,65964464,71756784,34359738367,1285032,34290580940,18880,0,1122304,0,0,0,0,0,0,2048,269584,5924864,130023424
1703188156.0010269,9829,6333,0,131928928,125343576,125061636,0,372000,0,1861780,351072,1842160,215768,19620,135304,1048576,1048576,0,0,0,0,2889432,259488,217076,549100,82928,466172,21456,32888,0,0,0,65964464,3650312,34359738367,1234744,34290684100,17920,0,1122304,0,0,0,0,0,0,2048,224528,5969920,130023424
1703188156.001065,2237,7053,0,131928928,79912524,79735252,0,1120400,0,46355308,1092068,46328688,820192,26620,271876,1048576,1048576,0,0,0,0,47376648,965408,821868,474904,75448,399456,23328,252896,0,0,0,65964464,56334136,34359738367,1292256,34290591344,17920,0,1122304,0,0,0,0,0,0,2048,249104,4896768,131072000
1703188156.0010688,7329,9977,0,131928928,97895728,100156052,0,3011864,0,26603248,2796412,26389512,274316,213736,2522096,1048576,1048576,0,0,0,0,27436424,305248,276028,757880,75968,681912,23024,94208,0,0,0,65964464,30175368,34359738367,1237336,34291211664,17920,0,1122304,0,0,0,0,0,0,2048,238864,7004160,128974848
1703188156.001102,3564,41,0,131928928,74633156,94957984,0,21024644,0,29291476,20883720,29149664,278220,141812,20605500,1048576,1048576,0,0,0,0,30196788,349136,279672,3154448,182016,2972432,25088,100412,0,0,0,65964464,33906140,34359738367,1278416,34291190608,17920,0,1124352,0,0,0,0,0,0,2048,222480,5971968,130023424
1703188156.001117,259,1249,0,131928928,98756256,109515716,0,11415520,0,24235404,3188908,16010160,205988,8225244,2982920,1048576,1048576,0,0,0,0,17066244,384064,207352,1862060,129576,1732484,22752,97288,0,0,0,65964464,20930688,34359738367,1259392,34291184500,17920,0,1122304,0,0,0,0,0,0,2048,234768,5959680,130023424
1703188156.001118,934,1691,0,131928928,122586976,122306444,0,390796,0,4614220,363136,4587744,233564,26476,129572,1048576,1048576,0,0,0,0,5635152,294592,234736,484564,84472,400092,23072,42440,0,0,0,65964464,6309888,34359738367,1259392,34291171388,18880,0,1124352,0,0,0,0,0,0,2048,230672,5963776,130023424
1703188156.001156,3803,1567,0,131928928,63514404,63280464,0,386360,0,63720612,366632,63702808,144480,17804,222152,1048576,1048576,0,0,0,0,64749816,213564,146376,494552,79032,415520,20640,178820,0,0,0,65964464,86293892,34359738367,1260384,34291158072,18880,0,1120256,0,0,0,0,0,0,2048,269584,5924864,130023424
1703188156.001158,2518,7928,0,131928928,63273144,63122572,0,480356,0,63859820,452396,63833600,157832,26220,294564,1048576,1048576,0,0,0,0,64881040,231908,159572,492288,84272,408016,21936,180092,0,0,0,65964464,86493396,34359738367,1260600,34291157128,17920,0,1122304,0,0,0,0,0,0,2048,210192,5984256,130023424
1703188156.0011609,6937,8043,0,131928928,124978120,124719308,0,394432,0,2211600,353208,2171668,192172,39932,161036,1048576,1048576,0,0,0,0,3219408,301084,193464,509348,82992,426356,23296,37336,0,0,0,65964464,3692628,34359738367,1267824,34291168568,18880,0,1122304,0,0,0,0,0,0,2048,255248,5939200,130023424
1703188156.001175,5534,2871,0,131928928,67279136,67143520,0,489348,0,59886464,455176,59853948,157448,32516,297728,1048576,1048576,0,0,0,0,60901312,249936,159100,495000,95264,399736,22448,152016,0,0,0,65964464,71907332,34359738367,1268816,34291194864,17920,0,1122304,0,0,0,0,0,0,2048,214288,4931584,131072000
1703188156.001186,4736,6720,0,131928928,125122712,124849220,0,405572,0,2072768,383444,2052132,232120,20636,151324,1048576,1048576,0,0,0,0,3099436,298204,233612,472384,82792,389592,22480,33552,0,0,0,65964464,3703740,34359738367,1275824,34291222784,17920,0,1122304,0,0,0,0,0,0,2048,218384,7024640,128974848
1703188156.0011961,719,9977,0,131928928,97234564,99554868,0,3069688,0,27134596,2856764,26923284,274444,211312,2582320,1048576,1048576,0,0,0,0,27971348,354884,276056,774552,80168,694384,28576,95488,0,0,0,65964464,30496356,34359738367,1294848,34291145476,17920,0,1122304,0,0,0,0,0,0,2048,220432,5974016,130023424
1703188156.001238,7900,8301,0,131928928,125125484,124859360,0,392308,0,2111196,355188,2076432,190944,34764,164244,1048576,1048576,0,0,0,0,3123048,290416,193300,486736,70328,416408,24256,34800,0,0,0,65964464,3699764,34359738367,1251392,34291186976,17920,0,1124352,0,0,0,0,0,0,2048,214288,4931584,131072000
1703188156.00124,3568,1567,0,131928928,63240956,63014416,0,390320,0,63982636,363948,63957840,144780,24796,219168,1048576,1048576,0,0,0,0,65005132,226620,146356,508168,85816,422352,21872,179504,0,0,0,65964464,86331768,34359738367,1268600,34291251648,17920,0,1124352,0,0,0,0,0,0,2048,224528,7018496,128974848
1703188156.001277,4027,6333,0,131928928,125217648,124949856,0,398292,0,2022752,368008,1993840,206248,28912,161760,1048576,1048576,0,0,0,0,3041368,278560,207620,471308,75416,395892,22352,33912,0,0,0,65964464,3684152,34359738367,1251392,34291189536,17920,0,1124352,0,0,0,0,0,0,2048,255248,8036352,127926272
